city,outlet,headline_uk,link,published,quote_uk,category,status,provenance,provenance_detail_uk,run
Chernivtsi,ZN.UA,«Не чіпайте Федорова»: у Києві та інших містах мітингують проти відставки міністра,https://zn.ua/ukr/UKRAINE/ne-chipajte-fedorova-u-kijevi-ta-inshikh-mistakh-mitinhujut-proti-vidstavki-ministra.html,"16.07, 10:10",невідомо,unknown,took place,own correspondent,кор. ZN.UA,13:00
Zhytomyr,Суспільне Житомир,Акція у Житомирі,https://suspilne.media/zhytomyr/1356392,16.07,«на акцію підтримки… прийшли близько 30 людей»,<100,took place,own correspondent,власна кор. Марія Кравчук,13:00
Zhytomyr,Детектор медіа,(зведення),https://detector.media/infospace/article/251237/2026-07-16-u-kyievi-ta-inshykh-mistakh-rozpochalys-aktsii-protestu-proty-zvilnennya-mykhayla-fedorova-z-posady-ministra-oborony-foto/,"16.07, 09:40",невідомо,unknown,took place,relay,ретрансляція Суспільного,13:00
Kropyvnytskyi,Суспільне Кропивницький,Акція у Кропивницькому,https://suspilne.media/kropyvnytskiy/1356374,"16.07, 09:31 (онов. 12:34)","«Акція відбулась на площі Героїв Майдану… Спочатку, за підрахунками Суспільного, було 30 людей, на 9:30 — 60»",<100,took place,own correspondent,"власний підрахунок Суспільного, дві точки",13:00
Kropyvnytskyi,Censor.NET,(фоторепортаж),https://censor.net/ua/photonews/4013779/u-mistah-ukrayiny-prohodyat-aktsiyi-na-pidtrymku-fedorova,"16.07, 10:28",«Станом на 09:30 на площі Героїв Майдану у Кропивницькому зібралися близько 60 учасників»,<100,took place,relay,ретрансляція з ТГ «Мій Кропивницький»,13:00
Sumy,Цукр (cukr.city),Сум'яни протестують проти відставки Федорова,https://cukr.city/city/2026/sumiany-protestuiut-proty-vidstavky-fedorova/,"16.07, 13:06","«Через близькість до фронту сум'яни не можуть виходити на багатолюдні мітинги. Водночас вони закликають виходити на протести в містах, розташованих далі від фронту»; «Сум'яни збираються в центрі міста здебільшого на поодинокі пікети. Люди також залишають у різних точках Сум «картонки»»",<100,took place,own correspondent,власна авторка Юлія Опанасенко,13:00
Sumy,ТСН,(зведення),https://tsn.ua/ukrayina/syrskomu-ye-zamina-u-kyyevi-i-lvovi-spalakhnuly-protesty-proty-zvilnennia-fedorova-onlayn-foto-video-3128690.html,"16.07, 09:31",невідомо,unknown,took place,open-source photo,фото з відкритих джерел,13:00
Vinnytsia,Суспільне Вінниця,Акція у Вінниці,https://suspilne.media/vinnytsia/,"16.07, 09:26 (онов. 11:22)",цифри немає: «Учасники акції з 9:00 почали збиратися біля Вінницької міськради»,unknown,took place,own correspondent,власний кор.,13:00
Vinnytsia,Vежа,Вінниця за Федорова: у місті відбулася акція протесту проти відставки міністра оборони Михайла Федорова,https://vezha.ua/vinnytsya-za-fedorova-u-misti-vidbulasya-aktsiya-protestu-proty-vidstavky-ministra-oborony-myhajla-fedorova/,"16.07, 12:03",цифри немає,unknown,took place,own correspondent,власне видання,13:00
Vinnytsia,NV (лайв),(лайв-блог),https://nv.ua/ukr/ukraine/politics/vidstavka-mihayla-fedorova-prizvela-do-kritiki-i-zaklikiv-do-kartonkovih-protestiv-novini-ukrajini-50624683.html,"16.07, 10:45",«акція менш численна» (без цифри),unknown,took place,not stated,не вказано,13:00
Vinnytsia,Censor.NET,(фоторепортаж),https://censor.net/ua/photonews/4013779/u-mistah-ukrayiny-prohodyat-aktsiyi-na-pidtrymku-fedorova,"16.07, 10:28",невідомо (перевірено адресно — цифри на сторінці немає),unknown,took place,relay,ретрансляція з ТГ,13:00
Chernihiv,0462.ua,«Поверніть ефективного МО». Протест у Чернігові через відставку Федорова 16 липня,https://www.0462.ua/news/4130770/povernit-efektivnogo-mo-protest-u-cernigovi-cerez-vidstavku-fedorova-16-lipna,"16.07, 10:15",цифри немає: «Вранці 16 липня на Красній площі у Чернігові зібрався мітинг»,unknown,took place,own correspondent,"власне репортування, власні фото — Вікторія Гаврик",13:00
Chernihiv,Главком,Картонковий майдан повертається?,https://glavcom.ua/country/incidents/kartonkovij-majdan-povertajetsja-fanati-fedorova-zbirajutsja-u-riznikh-mistakh-ukrajini-foto-1131411.html,"16.07, 09:34",невідомо,unknown,took place,not stated,не вказано,13:00
Kryvyi Rih,1kr.ua,—,https://1kr.ua/ua/news-112818.html,"16.07, 09:24 (онов. 09:47)",цифри немає: учасники зібралися «біля флагштока у парку Героїв»; провели «мирну ходу від флагштоку до кільця 95 кварталу»,unknown,took place,own correspondent,власне видання,13:00
Kryvyi Rih,1kr.ua,—,https://1kr.ua/,"16.07, 10:26",невідомо (лише цитати),unknown,took place,own correspondent,власне видання,13:00
Kryvyi Rih,0564.ua,"«Федорова верніть»: українці вийшли на вулиці Києва, Львова, Кривого Рогу",https://www.0564.ua/news/4130829/fedorova-vernit-ukrainci-vijsli-na-vulici-kieva-lvova-krivogo-rogu-foto,"16.07, 11:53",невідомо,unknown,took place,own correspondent,власне видання,13:00
Kryvyi Rih,056.ua,"Відставка Федорова: у Дніпрі, Кривому Розі та Києві пройшли акції протесту",https://www.056.ua/news/4130761/vidstavka-fedorova-u-dnipri-krivomu-rozi-ta-kievi-projsli-akcii-protestu,"16.07, 09:30","«сотні людей» — це сукупна оцінка по Дніпру + Кривому Рогу + Києву разом, НЕ по Кривому Рогу",unknown,took place,own correspondent,власне видання,13:00
Kremenchuk,Кременчуцький Телеграф,У Кременчуці на площі Перемоги проходить акція проти відставки міністра оборони Михайла Федорова,https://www.telegraf.in.ua/topnews/u-kremenchuczi-na-ploshhi-peremogy-prohodyt-akcziya-proty-vidstavky-ministra-oborony-myhajla-fedorova.html,"16.07, 10:05 (онов. 12:41)",цифри немає: «на площі Перемоги вдень 16 липня відбулася акція протесту»,unknown,took place,own correspondent,«кореспонденти «Кременчуцького Телеграфа» з місця події»,13:00
Kherson,Вгору (vgoru.org),Херсонці долучилися до онлайн-акції на підтримку Федорова,https://vgoru.org/novini/xersonci-dolucilisia-do-onlain-akciyi-na-pidtrimku-fedorova-foto,"16.07, 11:37 (онов. 13:15)",«Через безпекову ситуацію жителі Херсона долучаються до акції онлайн. У соціальних мережах вони публікують зображення на підтримку Федорова та висловлюють незгоду з його звільненням»,unknown,online,own correspondent,власне видання,13:00
Sumy,Цукр (cukr.city),"Люди підтримують Михайла Федорова, міністра оборони, в Сумах",https://cukr.city/news/2026/liudy-pidtrymuiut-mykhayla-fedorova-ministra-oborony-v-sumakh/,"16.07, після 13:00","«У центрі Сум на перехресті біля фонтану «Садко» стоять до двадцяти людей»; «Попри безпекову ситуацію, у Сумах люди вийшли на вулиці»",<100,ongoing,own correspondent,"власна авторка, власні фото",15:00
Kolomyia,Інформатор Коломия (kl.informator.ua),У Коломиї активісти вийшли на підтримку Михайла Федорова,https://kl.informator.ua/uk/u-kolomiji-aktivisti-viyshli-na-pidtrimku-mihayla-fedorova,"16.07, 10:56 (онов. 10:57)","«Вранці 16 липня 11 молодих людей зібралися під ратушею, аби висловити незадоволення рішенням Президента України»",<100,took place,own correspondent,авторка Наталка Сандецька,15:00
Kremenchuk,KP.UA,"Київ, Харків, Дніпро та ще 17 міст: Україною котиться хвиля протестів через відставку Михайла Федорова",https://kp.ua/ua/politics/a733218-kijiv-kharkiv-dnipro-ta-shche-17-mist-ukrajinoju-kotitsja-khvilja-protestiv-cherez-vidstavku-mikhajla-fedorova,16.07,"«у Чернігові, Полтаві, Кременчуці, Луцьку, Чернівцях, Івано-Франківську, Черкасах, Хмельницькому, Рівному, Тернополі, Вінниці та у Кривому Розі поблизу флагштоку» — цифр немає",unknown,took place,relay,зведення,15:00
Sumy,KP.UA,"Київ, Харків, Дніпро та ще 17 міст: Україною котиться хвиля протестів через відставку Михайла Федорова",https://kp.ua/ua/politics/a733218-kijiv-kharkiv-dnipro-ta-shche-17-mist-ukrajinoju-kotitsja-khvilja-protestiv-cherez-vidstavku-mikhajla-fedorova,16.07,«У Сумах акцію довелося скасувати через складну безпекову ситуацію» — СПРОСТОВАНО репортажем Цукру з місця,unknown,refuted,relay,"зведення, без атрибуції",15:00
